time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sat Mar 23 00:28:22 2024,0,191,[Range],69.500,2.400,-79.920,-1.440,0,b4w,4.000
Sat Mar 23 00:28:49 2024,0,206,[Range],69.600,2.500,-91.800,-0.360,0,b4w,5.000
Sat Mar 23 00:29:23 2024,0,226,[Range],69.800,-0.500,-76.680,-3.240,1,b4w,13.000
Sat Mar 23 00:29:54 2024,0,224,[Range],69.300,-1.700,-55.080,0.000,1,b4w,3.000
Sat Mar 23 00:30:24 2024,0,243,[Range],69.600,-0.300,-48.960,-0.720,1,b4w,24.000
Sat Mar 23 00:32:08 2024,0,242,[Range],68.600,1.400,-101.880,0.000,0,b4w,10.000
Sat Mar 23 00:33:24 2024,0,236,[Range],69.100,2.800,-72.720,-1.080,0,b4w,13.000
Sat Mar 23 00:33:49 2024,0,241,[Range],69.400,2.500,-82.800,-0.360,0,b4w,4.000
Sat Mar 23 00:33:56 2024,0,230,[Range],69.900,-0.900,-47.880,-1.800,1,b4w,22.000
Sat Mar 23 00:34:02 2024,0,235,[Range],69.400,-0.900,-46.800,-2.520,1,b4w,21.000
Sat Mar 23 00:34:28 2024,0,238,[Range],69.900,-0.700,-65.880,-3.600,1,b4w,23.000
Sat Mar 23 00:34:56 2024,0,234,[Range],69.400,-0.400,-64.800,-0.720,1,b4w,2.000
Sat Mar 23 00:36:12 2024,0,253,[Range],69.500,1.700,-37.440,-2.880,0,b4w,20.000
Sat Mar 23 00:36:29 2024,0,246,[Range],69.800,-0.700,-24.840,-0.360,1,b4w,61.000
Sat Mar 23 00:37:05 2024,0,6,[Range],69.700,-1.000,-25.200,0.000,1,b4w,25.000
Sat Mar 23 00:37:19 2024,0,0,[Range],68.700,0.400,-91.800,0.000,1,b4w,24.000
Sat Mar 23 00:38:01 2024,0,250,[Range],69.700,2.200,-26.640,-0.720,0,b4w,35.000
Sat Mar 23 00:38:15 2024,0,240,[Range],69.400,-1.100,-50.760,-3.600,1,b4w,22.000
Sat Mar 23 00:38:42 2024,0,10,[Range],69.600,0.000,-70.200,-3.960,1,b4w,39.000
Sat Mar 23 00:39:16 2024,0,255,[Range],69.900,-0.600,-21.960,0.360,1,b4w,24.000
Sat Mar 23 00:40:54 2024,0,14,[Range],69.400,1.700,-48.240,-2.880,0,b4w,59.000
Sat Mar 23 00:42:19 2024,0,2,[Range],69.500,1.200,-79.200,-1.800,0,b4w,42.000
Sat Mar 23 00:42:25 2024,0,26,[Range],69.500,1.800,-51.840,-3.240,0,b4w,36.000
Sat Mar 23 00:43:16 2024,0,21,[Range],69.200,-0.600,-59.760,-2.520,1,b4w,28.000
Sat Mar 23 00:44:25 2024,0,17,[Range],69.200,-0.900,-68.400,-2.520,1,b4w,7.000
Sat Mar 23 00:44:34 2024,0,13,[Range],69.500,2.000,-87.480,0.000,0,b4w,8.000
Sat Mar 23 00:45:53 2024,0,37,[Range],69.500,1.800,-86.400,-3.600,0,b4w,21.000
Sat Mar 23 00:50:24 2024,0,4,[Range],69.700,-0.800,-53.640,-3.240,1,b4w,21.000
Sat Mar 23 00:50:54 2024,0,32,[Range],69.700,-0.600,-34.920,-1.080,1,b4w,34.000
Sat Mar 23 00:50:58 2024,0,45,[Range],69.000,2.300,-75.240,-0.360,0,b4w,49.000
Sat Mar 23 00:51:37 2024,0,66,[Range],69.200,2.000,-71.280,-2.880,0,b4w,22.000
Sat Mar 23 00:52:50 2024,0,36,[Range],69.800,2.400,-77.400,-0.720,0,b4w,20.000
Sat Mar 23 00:53:12 2024,0,29,[Range],69.100,-0.600,-64.800,-3.960,1,b4w,49.000
Sat Mar 23 00:53:47 2024,0,43,[Range],69.300,-0.900,-69.840,-2.520,1,b4w,25.000
Sat Mar 23 00:54:33 2024,0,53,[Range],69.200,2.600,-69.480,-2.880,0,b4w,24.000
Sat Mar 23 00:56:44 2024,0,68,[Range],69.800,-0.800,-43.200,-1.080,1,b4w,22.000
Sat Mar 23 00:59:01 2024,0,46,[Range],69.600,1.600,-54.000,-3.960,0,b4w,22.000
Sat Mar 23 00:59:04 2024,0,51,[Range],69.900,0.500,-64.080,-1.800,0,b4w,2.000
Sat Mar 23 00:59:34 2024,0,59,[Range],69.400,0.300,-123.840,0.000,1,b4w,6.000
Sat Mar 23 01:00:11 2024,0,70,[Range],69.000,0.000,-85.680,-2.880,1,b4w,33.000
Sat Mar 23 01:01:01 2024,0,81,[Range],69.200,1.800,-55.080,-2.880,0,b4w,66.000
Sat Mar 23 01:01:06 2024,0,48,[Range],68.800,2.200,-129.600,0.000,0,b4w,2.000
Sat Mar 23 01:01:10 2024,0,40,[Range],69.800,-0.300,-70.920,0.000,1,b4w,3.000
Sat Mar 23 01:02:28 2024,0,78,[Range],69.700,2.700,-78.120,-0.360,0,b4w,50.000
Sat Mar 23 01:05:40 2024,0,60,[Range],69.300,-0.600,-56.880,-3.600,1,b4w,25.000
Sat Mar 23 01:05:54 2024,0,54,[Range],69.700,-1.100,-43.920,0.000,1,b4w,1.000
Sat Mar 23 01:06:55 2024,0,71,[Range],69.600,-1.300,-27.360,-0.720,1,b4w,21.000
Sat Mar 23 01:10:14 2024,0,86,[Range],69.800,-0.800,-67.320,-2.880,1,b4w,22.000
Sat Mar 23 01:10:34 2024,0,63,[Range],69.800,-0.800,-48.240,-1.440,1,b4w,23.000
Sat Mar 23 01:11:28 2024,0,80,[Range],69.700,0.800,-87.840,-1.800,0,b4w,6.000
Sat Mar 23 01:14:06 2024,0,85,[Range],69.700,2.700,-45.000,-1.080,0,b4w,27.000
Sat Mar 23 01:14:40 2024,0,79,[Range],69.600,-0.700,-69.480,-2.880,1,b4w,22.000
Sat Mar 23 01:15:42 2024,0,88,[Range],69.800,-0.300,-51.480,-1.800,1,b4w,22.000
Sat Mar 23 01:16:44 2024,0,87,[Range],68.600,2.800,-117.360,0.000,0,b4w,4.000
Sat Mar 23 01:16:50 2024,0,106,[Range],69.400,2.500,-120.960,0.000,0,b4w,4.000
Sat Mar 23 01:17:18 2024,0,73,[Range],69.800,-1.100,-45.720,-1.080,1,b4w,25.000
